/ˈpɹɑfɪts/,https://api.dictionaryapi.dev/media/pronunciations/en/profits-us.mp3,Receita total ou fluxo de caixa menos despesas. O dinheiro ou outro benefício que uma organização não governamental ou indivíduo recebe em troca de produtos e serviços vendidos a um preço anunciado.,profits,"Now, its founder, Jeff Bezos, could probably have made profits earlier, but, instead, he decided to reinvest in his business to create strong foundations that, he hoped, would enable Amazon to survive for decades. ","Agora, seu fundador, Jeff Bezos, provavelmente poderia ter obtido lucros antes, mas, em vez disso, ele decidiu reinvestir em seu negócio para criar bases fortes que, ele esperava, permitiriam que a Amazon sobrevivesse por décadas."
/ˈsɛtbæk/,https://api.dictionaryapi.dev/media/pronunciations/en/setback-us.mp3,"Um obstáculo, atraso, desvantagem, golpe (um evento adverso que retarda ou impede o progresso em direção a um resultado desejado)",setback,Build them strong so that they won’t collapse at the first obstacle or setback. ,Construa-os fortes para que não desabem no primeiro obstáculo ou contratempo.
/əˈtʃiːvɪŋ/,,"Ter sucesso em alguma coisa, especialmente no desempenho acadêmico.",achieving,"Remember, long-term thinking is the “secret” to achieving your goals. ","Lembre-se, o pensamento de longo prazo é o “segredo” para atingir seus objetivos."
/stænd/,https://api.dictionaryapi.dev/media/pronunciations/en/stand-au.mp3,O ato de ficar de pé.,stand,"Then, you will stand a much better chance of ending up where you want to be in the coming years. ","Então, você terá uma chance muito maior de chegar onde deseja nos próximos anos."
,https://api.dictionaryapi.dev/media/pronunciations/en/wallet-au.mp3,"Um pequeno estojo, geralmente plano e feito de couro, para guardar dinheiro (especialmente papel-moeda), cartões de crédito, etc.",wallet,"And, unfortunately, this is not designed in your best interest, it is designed to empty your wallet as effectively and thoroughly as possible. ","E, infelizmente, isso não foi criado para o seu melhor interesse, mas sim para esvaziar sua carteira da forma mais eficaz e completa possível."
/θɜːɹ.ə.lɪ/,,De forma completa ou exaustiva.,thoroughly,"And, unfortunately, this is not designed in your best interest, it is designed to empty your wallet as effectively and thoroughly as possible. ","E, infelizmente, isso não foi criado para o seu melhor interesse, mas sim para esvaziar sua carteira da forma mais eficaz e completa possível."
,,"Desgastar por abrasão, corrosão ou reação química.",erodes,"However, and more importantly, it dramatically erodes your ability to focus, making you feel restless and often bad about yourself. ","No entanto, e mais importante, isso corrói drasticamente sua capacidade de concentração, fazendo com que você se sinta inquieto e, muitas vezes, mal consigo mesmo."
,,"Parar à força e tomar o controle de algum veículo para roubá-lo ou para chegar a um destino (especialmente um avião, um caminhão ou um barco).",hijacked,"Action step Using your action guide, complete the prompt below by being as specific as possible: My brain is being hijacked when… You’re overstimulated While there are many reasons to procrastinate, the most important one—and the one overlooked most often—is overstimulation. ","Etapa de ação Usando seu guia de ação, complete o prompt abaixo sendo o mais específico possível: Meu cérebro está sendo sequestrado quando... Você está superestimulado Embora existam muitos motivos para procrastinar, o mais importante — e o mais negligenciado — é a superestimulação."
/ˈɹaɪzɪz/,https://api.dictionaryapi.dev/media/pronunciations/en/rises-us.mp3,"Mover-se, ou parecer mover-se, fisicamente para cima em relação ao solo.",rises,"As your level of stimulation rises, regular tasks will appear increasingly dull and unappealing. ","À medida que seu nível de estímulo aumenta, tarefas regulares parecerão cada vez mais monótonas e desagradáveis."
/əˈpiɹ/,https://api.dictionaryapi.dev/media/pronunciations/en/appear-us.mp3,Chegar ou estar à vista; estar à vista; tornar-se visível.,appear,"As your level of stimulation rises, regular tasks will appear increasingly dull and unappealing. ","À medida que seu nível de estímulo aumenta, tarefas regulares parecerão cada vez mais monótonas e desagradáveis."
/ˈweɪvˌlɛŋ(k)θ/,https://api.dictionaryapi.dev/media/pronunciations/en/wavelength-us.mp3,"O comprimento de um único ciclo de uma onda, medido pela distância entre um pico ou vale de uma onda e o próximo; é frequentemente designado em física como λ e corresponde à velocidade da onda dividida por sua frequência.",wavelength,"Picture it this way: You’re on a different stimulation wavelength, and this wavelength has no overlap with the wavelength you must be in to tackle your major tasks. ","Imagine desta forma: você está em um comprimento de onda de estimulação diferente, e esse comprimento de onda não tem sobreposição com o comprimento de onda em que você precisa estar para realizar suas tarefas principais."
/ˈəʊvəˌlæp/,https://api.dictionaryapi.dev/media/pronunciations/en/overlap-uk.mp3,Algo que se sobrepõe ou é sobreposto,overlap,"Picture it this way: You’re on a different stimulation wavelength, and this wavelength has no overlap with the wavelength you must be in to tackle your major tasks. ","Imagine desta forma: você está em um comprimento de onda de estimulação diferente, e esse comprimento de onda não tem sobreposição com o comprimento de onda em que você precisa estar para realizar suas tarefas principais."
/pʊld/,https://api.dictionaryapi.dev/media/pronunciations/en/pulled-us.mp3,Aplicar uma força a (um objeto) de modo que ela vá em direção à pessoa ou coisa que aplica a força.,pulled,"However, as soon as I start checking social media, signing into YouTube or looking at my sales figures, I find myself pulled into a whirlpool of distractions from which I can’t seem to escape. ","No entanto, assim que começo a verificar as redes sociais, a entrar no YouTube ou a olhar os meus números de vendas, vejo-me puxado para um turbilhão de distrações do qual não consigo escapar."
,https://api.dictionaryapi.dev/media/pronunciations/en/whirlpool-au.mp3,Um corpo de água rodopiando.,whirlpool,"However, as soon as I start checking social media, signing into YouTube or looking at my sales figures, I find myself pulled into a whirlpool of distractions from which I can’t seem to escape. ","No entanto, assim que começo a verificar as redes sociais, a entrar no YouTube ou a olhar os meus números de vendas, vejo-me puxado para um turbilhão de distrações do qual não consigo escapar."
,,Quantidade pela qual uma quantidade é aumentada.,increases,"As my level of stimulation increases, writing becomes one of the most unappealing and challenging tasks imaginable. ","À medida que meu nível de estímulo aumenta, escrever se torna uma das tarefas mais desagradáveis e desafiadoras que se possa imaginar."
,,Não é atraente,unappealing,"As my level of stimulation increases, writing becomes one of the most unappealing and challenging tasks imaginable. ","À medida que meu nível de estímulo aumenta, escrever se torna uma das tarefas mais desagradáveis e desafiadoras que se possa imaginar."
/tɹɪks/,https://api.dictionaryapi.dev/media/pronunciations/en/tricks-us.mp3,Algo criado para enganar ou fraudar.,tricks,"The stimulation traps As soon as you enter a state of overstimulation, your mind will play tricks on you to convince you there is no need to leave that “trance”. ","As armadilhas da estimulação Assim que você entra em um estado de superestimulação, sua mente prega peças em você para convencê-lo de que não há necessidade de sair desse “transe”."
/tɹɑːns/,https://api.dictionaryapi.dev/media/pronunciations/en/trance-1-uk.mp3,Uma condição atordoada ou inconsciente.,trance,"The stimulation traps As soon as you enter a state of overstimulation, your mind will play tricks on you to convince you there is no need to leave that “trance”. ","As armadilhas da estimulação Assim que você entra em um estado de superestimulação, sua mente prega peças em você para convencê-lo de que não há necessidade de sair desse “transe”."
/ɪnˈstɛd/,https://api.dictionaryapi.dev/media/pronunciations/en/instead-us.mp3,No lugar de algo (geralmente mencionado anteriormente); como substituto ou alternativa.,Instead,"Instead, your mind encourages you to embrace it and seek even more stimulation. ","Em vez disso, sua mente o encoraja a aceitar isso e buscar ainda mais estímulo."
/fɜː(ɹ)ðə(ɹ)/,https://api.dictionaryapi.dev/media/pronunciations/en/further-us.mp3,Ajudar a avançar; assistir.,further,But this couldn’t be further from the truth. ,Mas isso não poderia estar mais longe da verdade.
,,"Adiar ou atrasar um evento, compromisso etc.",postponing,You might even find yourself postponing your key tasks until the next day. ,Você pode até acabar adiando suas tarefas principais para o dia seguinte.
/ðɛə(ɹ)/,https://api.dictionaryapi.dev/media/pronunciations/en/there-uk.mp3,Aquele lugar.,there,"It will convince you there is plenty of time in the afternoon or that you can always do it tomorrow, next week or next month. ","Isso o convencerá de que há bastante tempo à tarde ou que você sempre pode fazer isso amanhã, na semana que vem ou no mês que vem."
/ˈplɛnti/,https://api.dictionaryapi.dev/media/pronunciations/en/plenty-us.mp3,Uma quantidade mais que adequada.,plenty,"It will convince you there is plenty of time in the afternoon or that you can always do it tomorrow, next week or next month. ","Isso o convencerá de que há bastante tempo à tarde ou que você sempre pode fazer isso amanhã, na semana que vem ou no mês que vem."
/ə.ˈkɑm.plɪʃt/,https://api.dictionaryapi.dev/media/pronunciations/en/accomplished-us.mp3,Para finalizar com sucesso.,accomplished,"And five years from now, you’ll be angry at yourself for having accomplished so few goals. ","E daqui a cinco anos, você estará bravo consigo mesmo por ter alcançado tão poucos objetivos."
/ɪkˈsaɪtmənt/,https://api.dictionaryapi.dev/media/pronunciations/en/excitement-uk.mp3,O estado de estar excitado (emocionalmente excitado).,excitement,"Trick #3—excitement is not the same thing as fulfillment When you’re engrossed in stimulating activities, your mind will sell you on how much fun and enjoyment you are having. ","Truque nº 3 — excitação não é a mesma coisa que realização Quando você está envolvido em atividades estimulantes, sua mente lhe venderá o quanto você está se divertindo e aproveitando."
,,O ato de cumprir.,fulfillment,"Trick #3—excitement is not the same thing as fulfillment When you’re engrossed in stimulating activities, your mind will sell you on how much fun and enjoyment you are having. ","Truque nº 3 — excitação não é a mesma coisa que realização Quando você está envolvido em atividades estimulantes, sua mente lhe venderá o quanto você está se divertindo e aproveitando."
/ɛn.ˈɡɹoʊst/,,"Escrever (um documento) em letras grandes, estéticas e legíveis; fazer uma cópia finalizada de.",engrossed,"Trick #3—excitement is not the same thing as fulfillment When you’re engrossed in stimulating activities, your mind will sell you on how much fun and enjoyment you are having. ","Truque nº 3 — excitação não é a mesma coisa que realização Quando você está envolvido em atividades estimulantes, sua mente lhe venderá o quanto você está se divertindo e aproveitando."
/ˈhaɪndsaɪt/,,Percepção ou compreensão do significado e da natureza dos eventos depois de terem ocorrido,hindsight,"In hindsight, was the time spent in a meaningful way? ","Olhando para trás, o tempo foi gasto de forma significativa?"
/ˈminɪŋfʊl/,,"Ter significado, ser significativo.",meaningful,"In hindsight, was the time spent in a meaningful way? ","Olhando para trás, o tempo foi gasto de forma significativa?"
,https://api.dictionaryapi.dev/media/pronunciations/en/inner-au.mp3,Uma parte interna.,inner,"Excitement can be fun, but make sure you work on developing an inner sense of peace and a heightened state of focus. ","A excitação pode ser divertida, mas certifique-se de trabalhar para desenvolver uma sensação interior de paz e um estado elevado de foco."
,https://api.dictionaryapi.dev/media/pronunciations/en/heightened-uk.mp3,Tornar alto; elevar mais alto; elevar.,heightened,"Excitement can be fun, but make sure you work on developing an inner sense of peace and a heightened state of focus. ","A excitação pode ser divertida, mas certifique-se de trabalhar para desenvolver uma sensação interior de paz e um estado elevado de foco."
,,De maneira significativa ou significativa.,meaningfully,"If you want to learn how to use your time both effectively and meaningfully in greater depth, read Book 8 in my Mastery Series, Master Your Time. ","Se você quiser aprender mais profundamente como usar seu tempo de forma eficaz e significativa, leia o Livro 8 da minha Série Mastery, Master Your Time."
/sʌt͡ʃ/,https://api.dictionaryapi.dev/media/pronunciations/en/such-us.mp3,Algo sendo indicado que é semelhante a outra coisa.,such,"As such, you should seize each opportunity while you still can, shouldn’t you? ","Portanto, você deve aproveitar cada oportunidade enquanto ainda pode, não é?"
/siːz/,https://api.dictionaryapi.dev/media/pronunciations/en/seize-us.mp3,Agarrar ou capturar deliberadamente;,seize,"As such, you should seize each opportunity while you still can, shouldn’t you? ","Portanto, você deve aproveitar cada oportunidade enquanto ainda pode, não é?"
/ˈðʌs/,https://api.dictionaryapi.dev/media/pronunciations/en/thus-us.mp3,(maneira) Desta maneira ou maneira.,Thus,"Thus, if you “miss” a piece of news, were unable to join a particular event, or failed to watch your favorite YouTuber’s last live video, it’s okay. ","Portanto, se você “perdeu” uma notícia, não conseguiu participar de um evento específico ou não assistiu ao último vídeo ao vivo do seu YouTuber favorito, não tem problema."
/ˈwɛdɪŋ/,https://api.dictionaryapi.dev/media/pronunciations/en/wedding-uk.mp3,Realizar a cerimônia de casamento para; unir-se em matrimônio.,wedding,"Sure, I wouldn’t recommend you miss the birth of your children or the wedding of your brother or sister, but for most events, it doesn’t matter. ","Claro, eu não recomendaria que você perdesse o nascimento dos seus filhos ou o casamento do seu irmão ou irmã, mas para a maioria dos eventos, isso não importa."
/ˈsɛldəm/,https://api.dictionaryapi.dev/media/pronunciations/en/seldom-us.mp3,Raro; pouco frequente.,seldom,"Personally, I seldom read the news and never answer my phone unless I know who the caller is. ","Pessoalmente, raramente leio notícias e nunca atendo o telefone a menos que saiba quem está ligando."
/ənˈlɛs/,https://api.dictionaryapi.dev/media/pronunciations/en/unless-us.mp3,Exceto sob uma condição específica; se não.,unless,"Personally, I seldom read the news and never answer my phone unless I know who the caller is. ","Pessoalmente, raramente leio notícias e nunca atendo o telefone a menos que saiba quem está ligando."
/əˈwɛɹnəs/,https://api.dictionaryapi.dev/media/pronunciations/en/awareness-us.mp3,O estado ou nível de consciência em que os dados sensoriais podem ser confirmados por um observador.,Awareness,Awareness will help as you start to work on lowering your level of stimulation and becoming more focused on your goals. ,A conscientização ajudará você a começar a trabalhar para diminuir seu nível de estímulo e se concentrar mais em seus objetivos.
/ɹeɪt/,https://api.dictionaryapi.dev/media/pronunciations/en/rate-us.mp3,O valor de algo; valor.,rate,"Action step Using your action guide, rate yourself for each of the following tricks on a scale from 1 to 10 (1 meaning you don’t fall for that trap, 10 meaning it described your situation perfectly). ","Etapa de ação Usando seu guia de ação, avalie cada um dos seguintes truques em uma escala de 1 a 10 (1 significa que você não cai nessa armadilha, 10 significa que ela descreve sua situação perfeitamente)."
,,"Forçar uma pessoa ao chão com o peso do próprio corpo, geralmente pulando em cima dela ou jogando seu peso contra ela.",tackling,"Therefore, the solution to tackling your major tasks is to reduce your level of stimulation. ","Portanto, a solução para lidar com suas tarefas principais é reduzir seu nível de estímulo."
/ˈpɹɑ.pɚ/,https://api.dictionaryapi.dev/media/pronunciations/en/proper-us.mp3,Algo separado para um uso especial.,proper,Dopamine detox describes the following process: The reduction of stimulation to prevent overstimulation and put you in the proper state of mind to tackle major tasks. ,A desintoxicação de dopamina descreve o seguinte processo: A redução da estimulação para evitar a superestimulação e colocá-lo no estado mental adequado para enfrentar tarefas importantes.
/dɪsˈkleɪm.ɚ/,https://api.dictionaryapi.dev/media/pronunciations/en/disclaimer-us.mp3,"Aquele que nega, repudia ou renuncia.",disclaimer,"Quick disclaimer: Scientifically speaking, the term “dopamine detox” is incorrect as it seems to imply that you’re releasing too much dopamine into your system. ","Aviso rápido: cientificamente falando, o termo “desintoxicação de dopamina” é incorreto, pois parece implicar que você está liberando muita dopamina no seu sistema."
/ðɛɹˈbaɪ/,https://api.dictionaryapi.dev/media/pronunciations/en/thereby-us.mp3,"Por isso; por aquilo; por esse meio, ou como consequência disso.",thereby,"A dopamine detox helps reduce stimulation, thereby allowing you to revert to a more natural state. ","Uma desintoxicação de dopamina ajuda a reduzir a estimulação, permitindo que você retorne a um estado mais natural."
/ˈsiːmɪŋli/,https://api.dictionaryapi.dev/media/pronunciations/en/seemingly-us.mp3,Como parece; aparentemente.,seemingly,"When you need less stimulation, seemingly challenging, boring or tedious tasks will become more appealing—and easier to tackle. ","Quando você precisa de menos estímulo, tarefas aparentemente desafiadoras, chatas ou tediosas se tornam mais atraentes e mais fáceis de realizar."
/əˈpi.lɪŋ/,,"Chamar outra pessoa para decidir uma questão controversa, corroborar uma declaração, reivindicar os próprios direitos, etc.",appealing,"When you need less stimulation, seemingly challenging, boring or tedious tasks will become more appealing—and easier to tackle. ","Quando você precisa de menos estímulo, tarefas aparentemente desafiadoras, chatas ou tediosas se tornam mais atraentes e mais fáceis de realizar."
/ˈwʌndɚ/,https://api.dictionaryapi.dev/media/pronunciations/en/wonder-us.mp3,Algo que causa espanto ou admiração; uma maravilha.,wonder,"Now, you might wonder: If I eliminate these distractions, what should I be doing instead? ","Agora, você deve estar se perguntando: se eu eliminar essas distrações, o que devo fazer em vez disso?"
/ɪnˈstɛd/,https://api.dictionaryapi.dev/media/pronunciations/en/instead-us.mp3,No lugar de algo (geralmente mencionado anteriormente); como substituto ou alternativa.,instead,"Now, you might wonder: If I eliminate these distractions, what should I be doing instead? ","Agora, você deve estar se perguntando: se eu eliminar essas distrações, o que devo fazer em vez disso?"
/kəmˈpæɹɪsən/,https://api.dictionaryapi.dev/media/pronunciations/en/comparison-us.mp3,O ato de comparar ou o estado ou processo de ser comparado.,comparison,"By comparison, the 48-hour dopamine detox sounds easy, right? ","Em comparação, a desintoxicação de dopamina de 48 horas parece fácil, certo?"
/ˈsɛv(ə)ɹəl/,https://api.dictionaryapi.dev/media/pronunciations/en/several-us.mp3,Uma área de terra de propriedade privada (em oposição a terras comuns).,several,Note that it can take several days for your stimulation to revert to its natural level. ,Observe que pode levar vários dias para que sua estimulação retorne ao seu nível natural.
/ˈpɑɹʃəl/,,"Uma derivada parcial: uma derivada em relação a uma variável independente de uma função em múltiplas variáveis, mantendo as outras variáveis constantes.",partial,"The partial dopamine detox This type is less demanding, but it can be highly effective when maintained over a longer period of time. ","Desintoxicação parcial de dopamina Este tipo é menos exigente, mas pode ser altamente eficaz quando mantido por um longo período de tempo."
,,Para implicar ou exigir.,entails,It entails removing your biggest source of stimulation. ,Isso implica remover sua maior fonte de estímulo.
